交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
88,303,G1364/5,1285,1340,杭州东,上海虹桥
89,287,G7388/1,1052,1151,上海虹桥,诸暨
89,288,G7388/2,1161,1225,诸暨,衢州
89,175,G9312,1286,1407,衢州,上海虹桥
90,286,G7388,866,1048,合肥南,上海虹桥
90,153,G7391/4,1098,1304,上海虹桥,南京南
90,222,G7596/2,1308,1363,南京南,合肥南
91,284,G7386/1,654,788,上海虹桥,全椒
91,285,G7386/2,795,836,全椒,合肥南
91,276,G7618,938,1129,合肥南,义乌
91,397,G7650/1,1174,1188,义乌,诸暨
91,262,G1640/4,1285,1363,诸暨,上海虹桥
92,283,G212,523,745,上海虹桥,曲阜东
92,278,G163/1,816,947,曲阜东,南京南
92,117,G7613,982,1075,南京南,杭州东
92,523,G7550/3,1113,1136,杭州东,嘉兴南
92,524,G7550/4,1142,1171,嘉兴南,上海虹桥
93,268,G360,516,757,上海虹桥,郑州东
93,265,G1820,805,1007,郑州东,南京南
93,316,G145/2,1145,1233,南京南,上海虹桥
94,263,G1802,374,462,上海虹桥,南京南
94,264,G1802/1,464,699,南京南,郑州东
94,265,G1820,805,1007,郑州东,南京南
94,266,G1820/1,1009,1092,南京南,上海虹桥
95,259,G7670/2,773,876,南京南,淮南东
95,420,G7685,900,933,淮南东,合肥
95,421,G7685/1,939,1094,合肥,杭州东
95,422,G7685/2,1104,1129,杭州东,诸暨
95,398,G7650/2,1194,1310,诸暨,南京南
96,256,G7501,410,609,上海虹桥,温岭
96,225,G7665/2,728,766,温岭,温州南
96,441,G7326,783,985,温州南,上海虹桥
97,252,G7539,855,1050,上海虹桥,温岭
97,202,G7578/4,1073,1130,温岭,温州南
97,498,G7462,1189,1332,温州南,杭州东
97,499,G7462/1,1340,1385,杭州东,上海虹桥
98,248,G7349,450,642,南京南,义乌
98,270,G7325/1,650,715,义乌,丽水
98,271,G7325/2,717,753,丽水,温州南
98,486,G7464,904,986,温州南,金华南
98,393,G7644,1013,1161,金华南,南京南
99,243,G7674/1,617,712,杭州东,南京南
99,244,G7674/2,718,783,南京南,合肥南
99,424,G7417,785,893,合肥南,黄山北
99,425,G7418,967,1061,黄山北,合肥南
99,311,G578/1,1096,1246,合肥南,上海虹桥
99,157,G7555,1252,1327,上海虹桥,杭州东
100,241,G7611,530,687,南京南,宁波
100,462,G7512,748,872,宁波,上海虹桥
100,340,G7152,952,1005,上海虹桥,惠山
100,341,G7152/1,1013,1130,惠山,芜湖
100,585,D9520,1200,1238,芜湖,南京南
101,238,G7689/1,565,773,杭州东,苍南
101,494,G7468,787,797,苍南,鳌江
101,495,G7468/1,805,948,鳌江,诸暨
101,496,G7468/2,958,983,诸暨,杭州东
101,436,G9515,1043,1102,杭州东,宁波
101,437,G9516,1164,1231,宁波,杭州东
102,237,G7689,480,563,南京南,杭州东
102,491,G7467,578,601,杭州东,诸暨
102,251,G7619/2,765,879,诸暨,温州南
102,293,G7682,922,1121,温州南,湖州
102,250,G7626/1,1129,1189,湖州,南京南
103,220,G7506/1,636,695,杭州东,上海虹桥
103,221,G7511,713,905,上海虹桥,温岭
103,202,G7578/4,1073,1130,温岭,温州南
103,417,G7536,1162,1343,温州南,杭州东
104,219,G7598,626,821,合肥南,嘉兴南
104,201,G7578/2,896,985,嘉兴南,宁波
